[0., 1., 0.44156, 0., 1.15584, 0., 17.75325, 3.67532, 0., 16.7013, -0.96104, -10.42857, -12.01299, -0.20779, 11.90909, -3.53247, 0., 0., 1., 0.44156, 0., 1.15584, 0., 1.37662]
[1., 0., -1.16883, 0., 0.11688, 0., -11.93506, 20.50649, 0., 6.02597, -2.22078, -1.57143, 5.74026, -2.15584, 3.18182, -8.64935, 0., 1., 0., -1.16883, 0., 0.11688, 0., 6.53247]
[0., 0., 0.19481, 1., 1.48052, 0., 11.15584, 10.41558, 0., 6.66234, -7.12987, -8.57143, -7.62338, 0.02597, 8.63636, -8.55844, 0., 0., 0., 0.19481, 1., 1.48052, 0., -0.92208]
[0., 0., -0.09091, 0., -0.09091, 0., -1.27273, 0.27273, 0., -0.90909, 0.72727, 1., 1.09091, -0.54545, -0.36364, 0.72727, 1., 0., 0., -0.09091, 0., -0.09091, 0., 1.36364]
[0., 0., 0.55844, 0., 0.84416, 1., 4.24675, 3.32468, 0., 8.29870, -7.03896, -7.57143, -11.98701, 6.20779, -3.90909, -7.46753, 0., 0., 0., 0.55844, 0., 0.84416, 1., -24.37662]]

[[0., 0., 0.33991, 0.61153, 0.98331, 0., 13.19879, 19.70713, 0., 15.42489, 12.15933, 5.04401, 8.83156, 20.91199, 25.73596, 0., 0., 0., 0., 0.33991, 0.61153, 0.98331, 0., -3.87557]
[0., 0., -0.05463, -0.08042, -0.01517, 0., -0.72838, 0.27921, 1., -0.06829, -0.40061, 0.40364, -0.06222, -0.80728, -0.42185, 0., 0., 0., 0., -0.05463, -0.08042, -0.01517, 0., 0.65857]
[0., 1., 0.36115, -0.41275, 0.54476, 0., 13.14871, -0.62367, 0., 13.95144, 1.98179, -6.89074, -8.86646, -0.21851, 8.34446, 0., 0., 0., 1., 0.36115, -0.41275, 0.54476, 0., 1.75721]
[1., 0., -1.36571, -1.01062, -1.37936, 0., -23.20941, 9.98027, 0., -0.70713, 4.98483, 7.09105, 13.44461, -2.18209, -5.54628, 0., 0., 1., 0., -1.36571, -1.01062, -1.37936, 0., 7.46434]
[0., 0., -0.02276, -0.11684, -0.17299, 0., -1.30349, -1.217, 0., -0.77845, 0.83308, 1.00152, 0.89074, -0.00303, -1.00910, 1., 0., 0., 0., -0.02276, -0.11684, -0.17299, 0., 0.10774]
[0., 0., -0.07436, 0.08498, 0.03490, 0., -0.32473, 1.15781, 0., -0.34294, 0.1214, 0.27162, 0.4431, -0.54325, 0.37026, 0., 1., 0., 0., -0.07436, 0.08498, 0.03490, 0., 1.28528]
[0., 0., 0.38847, -0.87253, -0.44765, 1., -5.48710, -5.76328, 0., 2.48558, -0.81791, -0.09256, -5.33536, 6.18513, -11.44461, 0., 0., 0., 0., 0.38847, -0.87253, -0.44765, 1., -23.57208]]

[[0., 0., 0.61217, 0., 0.66957, 0.70087, 9.35304, 15.66783, 0., 17.16696, 11.58609, 4.97913, 5.09217, 25.24696, 17.71478, 0., 0., 0., 0., 0.61217, 0., 0.66957, 0.70087, -20.39652]
[0., 0., -0.09043, 0., 0.02609, -0.09217, -0.22261, 0.81043, 1., -0.29739, -0.32522, 0.41217, 0.42957, -1.37739, 0.63304, 0., 0., 0., 0., -0.09043, 0., 0.02609, -0.09217, 2.83130]
[0., 1., 0.17739, 0., 0.75652, -0.47304, 15.74435, 2.10261, 0., 12.77565, 2.3687, -6.84696, -6.34261, -3.14435, 13.75826, 0., 0., 0., 1., 0.17739, 0., 0.75652, -0.47304, 12.90783]
[1., 0., -1.81565, 0., -0.86087, -1.15826, -16.85391, 16.65565, 0., -3.58609, 5.93217, 7.19826, 19.62435, -9.34609, 7.70957, 0., 0., 1., 0., -1.81565, 0., -0.86087, -1.15826, 34.76696]
[0., 0., -0.07478, 0., -0.11304, -0.13391, -0.5687, -0.44522, 0., -1.11130, 0.94261, 1.01391, 1.60522, -0.83130, 0.52348, 1., 0., 0., 0., -0.07478, 0., -0.11304, -0.13391, 3.26435]
[0., 0., -0.03652, 0., -0.0087, 0.09739, -0.85913, 0.59652, 0., -0.10087, 0.04174, 0.26261, -0.07652, 0.05913, -0.74435, 0., 1., 0., 0., -0.03652, 0., -0.0087, 0.09739, -1.01043]
[0., 0., -0.44522, 1., 0.51304, -1.14609, 6.2887, 6.60522, 0., -2.8487, 0.93739, 0.10609, 6.11478, -7.0887, 13.11652, 0., 0., 0., 0., -0.44522, 1., 0.51304, -1.14609, 27.01565]]

[[0., 0., 0.21457, 0., 0.5749, 1.76113, 0., 22.16194, 0., 16.06883, 12.04049, 7.83806, 4.25911, 25.89069, 9.61134, 0., 10.88664, 0., 0., 0.21457, 0., 0.5749, 1.76113, -31.39676]
[0., 0., -0.08097, 0., 0.02834, -0.11741, 0., 0.65587, 1., -0.27126, -0.33603, 0.34413, 0.44939, -1.39271, 0.82591, 0., -0.25911, 0., 0., -0.08097, 0., 0.02834, -0.11741, 3.09312]
[0., 1., -0.49190, 0., 0.59717, 1.31174, 0., 13.03441, 0., 10.92713, 3.13360, -2.03441, -7.74494, -2.06073, 0.11741, 0., 18.32591, 0., 1., -0.49190, 0., 0.59717, 1.31174, -5.60931]
[1., 0., -1.09919, 0., -0.69028, -3.06883, 0., 4.95344, 0., -1.60729, 5.11336, 2.04656, 21.12551, -10.50607, 22.31174, 0., -19.61741, 1., 0., -1.09919, 0., -0.69028, -3.06883, 54.58907]
[0., 0., -0.05061, 0., -0.10729, -0.19838, 0., -0.84008, 0., -1.04453, 0.91498, 0.84008, 1.65587, -0.87045, 1.01619, 1., -0.66194, 0., 0., -0.05061, 0., -0.10729, -0.19838, 3.9332]
[0., 0., 0.04251, 0., 0.01012, -0.11336, 1., -0.69433, 0., 0.11741, -0.04858, -0.30567, 0.08907, -0.06883, 0.8664, 0., -1.16397, 0., 0., 0.04251, 0., 0.01012, -0.11336, 1.17611]
[0., 0., -0.71255, 1., 0.44939, -0.4332, 0., 10.97166, 0., -3.58704, 1.24291, 2.02834, 5.55466, -6.65587, 7.66802, 0., 7.31984, 0., 0., -0.71255, 1., 0.44939, -0.4332, 19.61943]]

[[0., 0.43621, 0., 0., 0.83539, 2.33333, 0., 27.84774, 0., 20.83539, 13.40741, 6.95062, 0.88066, 24.99177, 9.66255, 0., 18.88066, 0., 0.43621, 0., 0., 0.83539, 2.33333, -33.84362]
[0., -0.16461, 0., 0., -0.06996, -0.33333, 0., -1.48971, 1., -2.06996, -0.85185, 0.67901, 1.72428, -1.0535, 0.80658, 0., -3.27572, 0., -0.16461, 0., 0., -0.06996, -0.33333, 4.01646]
[0., -2.03292, 1., 0., -1.21399, -2.66667, 0., -26.49794, 0., -22.21399, -6.37037, 4.13580, 15.74486, 4.18930, -0.23868, 0., -37.25514, 0., -2.03292, 1., 0., -1.21399, -2.66667, 11.40329]
[1., -2.23457, 0., 0., -2.02469, -6., 0., -24.17284, 0., -26.02469, -1.88889, 6.59259, 38.4321, -5.90123, 22.04938, 0., -60.56790, 1., -2.23457, 0., 0., -2.02469, -6., 67.12346]
[0., -0.10288, 0., 0., -0.16872, -0.33333, 0., -2.18107, 0., -2.16872, 0.59259, 1.04938, 2.45267, -0.65844, 1.00412, 1., -2.54733, 0., -0.10288, 0., 0., -0.16872, -0.33333, 4.51029]
[0., 0.08642, 0., 0., 0.06173, 0., 1., 0.4321, 0., 1.06173, 0.22222, -0.48148, -0.58025, -0.24691, 0.87654, 0., 0.41975, 0., 0.08642, 0., 0., 0.06173, 0., 0.69136]
[0., -1.44856, 0., 1., -0.41564, -2.33333, 0., -7.90947, 0., -19.41564, -3.2963, 4.97531, 16.77366, -3.67078, 7.49794, 0., -19.22634, 0., -1.44856, 0., 1., -0.41564, -2.33333, 27.74486]]

