[[0.11111, 0., 0., 0., 0., 0., 3.77778, 15.88889, 0., 11.11111, 17., 11.11111, 15.22222, 20.11111, 20.44444, 5., 1., 0.11111, 0., 0., 0., 0., 0., -1.22222]
[-0.11111, 0., 0., 0., 0., 0., 0.22222, -0.88889, 1., -1.11111, 0., 0.88889, -0.22222, -1.11111, -0.44444, 1., 1., -0.11111, 0., 0., 0., 0., 0., 1.22222]
[-0.55556, 1., 0., 0., 0., 0., 9.11111, -4.44444, 0., 2.44444, 9., 2.44444, -2.11111, -5.55556, 5.77778, 10., 12., -0.55556, 1., 0., 0., 0., 0., 14.11111]
[-0.77778, 0., 1., 0., 0., 0., 10.55556, -16.22222, 0., -3.77778, 1., 0.22222, -5.55556, 2.22222, -2.11111, 6., -1., -0.77778, 0., 1., 0., 0., 0., -6.44444]
[-1., 0., 0., 1., 0., 0., 4., -6., 0., -13., 6., 8., 3., -6., 0., 11., 15., -1., 0., 0., 1., 0., 0., 13.]
[0.77778, 0., 0., 0., 1., 0., 3.44444, 13.22222, 0., 13.77778, -9., -11.22222, -6.44444, 3.77778, 6.11111, -14., -10., 0.77778, 0., 0., 0., 1., 0., -8.55556]
[-0.22222, 0., 0., 0., 0., 1., -4.55556, 1.22222, 0., -1.22222, 0., 1.77778, -3.44444, 1.77778, -7.88889, 1., 9., -0.22222, 0., 0., 0., 0., 1., -13.55556]]

[[0., 0., 0.14286, 0., 0., 0., 5.28571, 13.57143, 0., 10.57143, 17.14286, 11.14286, 14.42857, 20.42857, 20.14286, 5.85714, 0.85714, 0., 0., 0.14286, 0., 0., 0., -2.14286]
[0., 0., -0.14286, 0., 0., 0., -1.28571, 1.42857, 1., -0.57143, -0.14286, 0.85714, 0.57143, -1.42857, -0.14286, 0.14286, 1.14286, 0., 0., -0.14286, 0., 0., 0., 2.14286]
[0., 1., -0.71429, 0., 0., 0., 1.57143, 7.14286, 0., 5.14286, 8.28571, 2.28571, 1.85714, -7.14286, 7.28571, 5.71429, 12.71429, 0., 1., -0.71429, 0., 0., 0., 18.71429]
[1., 0., -1.28571, 0., 0., 0., -13.57143, 20.85714, 0., 4.85714, -1.28571, -0.28571, 7.14286, -2.85714, 2.71429, -7.71429, 1.28571, 1., 0., -1.28571, 0., 0., 0., 8.28571]
[0., 0., -1.28571, 1., 0., 0., -9.57143, 14.85714, 0., -8.14286, 4.71429, 7.71429, 10.14286, -8.85714, 2.71429, 3.28571, 16.28571, 0., 0., -1.28571, 1., 0., 0., 21.28571]
[0., 0., 1., 0., 1., 0., 14., -3., 0., 10., -8., -11., -12., 6., 4., -8., -11., 0., 0., 1., 0., 1., 0., -15.]
[0., 0., -0.28571, 0., 0., 1., -7.57143, 5.85714, 0., -0.14286, -0.28571, 1.71429, -1.85714, 1.14286, -7.28571, -0.71429, 9.28571, 0., 0., -0.28571, 0., 0., 1., -11.71429]]

[[0., 0., 0.22078, 0., 0.07792, 0., 6.37662, 13.33766, 0., 11.35065, 16.51948, 10.28571, 13.49351, 20.89610, 20.45455, 5.23377, 0., 0., 0., 0.22078, 0., 0.07792, 0., -3.31169]
[0., 0., -0.03896, 0., 0.1039, 0., 0.16883, 1.11688, 1., 0.46753, -0.97403, -0.28571, -0.67532, -0.80519, 0.27273, -0.68831, 0., 0., 0., -0.03896, 0., 0.1039, 0., 0.58442]
